loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_writeoff,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,total_pymnt
7300,7300, 36 months,0.117,241.46,B,B3,RENT,50000,Source Verified,0,other,109xx,NY,12.79,0,0,0,2496,7574.944889
18000,18000, 36 months,0.089,571.56,A,A5,MORTGAGE,70000,Source Verified,0,credit_card,480xx,MI,17.76,0,1,0,19575,19082.49816
5000,5000, 36 months,0.117,165.38,B,B3,OWN,35000,Source Verified,0,other,400xx,KY,19.37,0,2,0,5510,5542.541952
6500,6500, 60 months,0.143,152.16,C,C2,MORTGAGE,46212,Verified,0,debt_consolidation,271xx,NC,19.06,0,1,0,16691,9148.382845
14100,14100, 60 months,0.176,354.84,D,D4,RENT,43000,Source Verified,0,small_business,787xx,TX,4.83,0,3,0,13609,21289.78959
35000,22050, 60 months,0.19,572.36,E,E2,MORTGAGE,140000,Verified,0,small_business,970xx,OR,4.29,2,2,0,13948,34468.50602
10000,10000, 36 months,0.143,343.09,C,C2,MORTGAGE,115000,Source Verified,0,home_improvement,225xx,VA,24.34,0,3,0,26479,11893.58145
3000,3000, 36 months,0.079,93.88,A,A4,RENT,45000,Not Verified,0,debt_consolidation,995xx,AK,19.39,0,0,0,16487,3379.306095
25000,15325, 60 months,0.19,397.8,E,E2,RENT,95000,Verified,0,debt_consolidation,917xx,CA,15.56,2,0,0,23426,23885.83082
28000,28000, 36 months,0.16,983.85,C,C5,MORTGAGE,235000,Source Verified,0,credit_card,201xx,VA,9.08,0,1,0,18287,34735.36765
10000,10000, 36 months,0.147,344.95,C,C3,RENT,36000,Not Verified,0,credit_card,112xx,NY,9.6,0,1,0,10071,12421.99
12000,12000, 36 months,0.079,375.49,A,A4,RENT,26000,Not Verified,0,credit_card,805xx,CO,12.83,0,1,0,7083,13517.36
10000,10000, 36 months,0.173,357.88,D,D3,RENT,80000,Source Verified,0,small_business,100xx,NY,5.73,0,0,0,11464,12878.25563
11000,10975, 36 months,0.089,349.29,A,A5,RENT,50000,Not Verified,0,debt_consolidation,021xx,MA,14.09,0,0,0,13414,12460.78593
10000,10000, 36 months,0.153,347.98,C,C4,RENT,55000,Source Verified,0,small_business,104xx,NY,0.89,0,2,0,2798,12527.15
5000,5000, 36 months,0.066,153.52,A,A2,MORTGAGE,55000,Verified,0,debt_consolidation,023xx,MA,4.12,0,0,0,5750,5526.66
5000,5000, 36 months,0.06,152.18,A,A1,RENT,64424,Not Verified,0,other,113xx,NY,0.93,0,0,0,206,5478.387981
5000,5000, 36 months,0.089,158.77,A,A5,RENT,56000,Not Verified,0,debt_consolidation,117xx,NY,15.47,0,0,0,14457,5715.56
6000,6000, 36 months,0.143,205.86,C,C2,RENT,30000,Not Verified,1,credit_card,908xx,CA,15.68,0,0,0,13470,6528.97
5000,5000, 36 months,0.143,171.55,C,C2,MORTGAGE,111740,Source Verified,0,vacation,303xx,GA,20.62,0,3,0,29135,5974.540648
20050,20025, 36 months,0.176,720.64,D,D4,RENT,67500,Verified,0,credit_card,028xx,RI,24.84,0,1,0,19556,25942.96001
7000,7000, 36 months,0.168,248.77,D,D2,RENT,41000,Source Verified,1,wedding,114xx,NY,20.31,0,2,0,28651,1582.62
25000,25000, 36 months,0.107,814.34,B,B2,RENT,120000,Verified,0,debt_consolidation,017xx,MA,6.17,0,1,0,27275,29209.65202
3000,3000, 36 months,0.127,100.64,B,B5,RENT,30000,Not Verified,1,debt_consolidation,900xx,CA,15.4,0,0,0,9527,1137.33
8400,8400, 36 months,0.173,300.62,D,D3,RENT,41500,Source Verified,0,credit_card,061xx,CT,15.07,0,1,0,9398,10829.38
24925,24900, 60 months,0.239,715.75,G,G4,RENT,60000,Verified,0,credit_card,330xx,FL,17.74,0,2,0,14265,37823.36996
5000,5000, 36 months,0.099,161.13,B,B1,MORTGAGE,75000,Source Verified,0,debt_consolidation,441xx,OH,18.5,0,0,0,40620,5648.168519
12000,12000, 60 months,0.143,280.91,C,C2,RENT,80000,Source Verified,0,credit_card,322xx,FL,6.51,0,0,0,6846,13600.57313
12000,12000, 36 months,0.124,400.99,B,B4,RENT,42000,Not Verified,0,credit_card,540xx,WI,21.49,0,1,0,17482,14435.35
13200,13200, 36 months,0.117,436.61,B,B3,MORTGAGE,41600,Not Verified,1,debt_consolidation,959xx,CA,9.55,0,0,0,10086,4940.14
6000,6000, 36 months,0.06,182.62,A,A1,RENT,48000,Source Verified,0,major_purchase,070xx,NJ,15.25,0,0,0,3495,6568.595935
10000,10000, 36 months,0.066,307.04,A,A2,MORTGAGE,50000,Verified,0,credit_card,158xx,PA,13.42,0,3,0,9178,10607.28162
17500,17500, 60 months,0.124,393.01,B,B4,RENT,70000,Not Verified,0,credit_card,142xx,NY,16.7,0,1,0,12176,18211.67182
6500,6500, 36 months,0.107,211.73,B,B2,RENT,53000,Verified,0,debt_consolidation,657xx,MO,20.81,0,0,0,6666,7622.109996
10000,10000, 36 months,0.075,311.11,A,A3,MORTGAGE,65000,Not Verified,0,small_business,553xx,MN,8.55,1,1,0,6242,10945.03242
12000,12000, 36 months,0.099,386.7,B,B1,RENT,85000,Not Verified,0,debt_consolidation,701xx,LA,10.38,0,1,0,9358,13913.28
10000,10000, 36 months,0.143,343.09,C,C2,RENT,55000,Not Verified,0,debt_consolidation,950xx,CA,22.1,0,1,0,7107,12351.21
12375,12375, 36 months,0.143,424.58,C,C2,RENT,36000,Not Verified,0,credit_card,016xx,MA,23.03,0,1,0,13697,13697.99283
10000,10000, 36 months,0.107,325.74,B,B2,RENT,26000,Not Verified,0,debt_consolidation,331xx,FL,9.78,0,1,0,5424,11726.32
20000,19975, 60 months,0.183,510.6,D,D5,RENT,70000,Verified,1,small_business,604xx,IL,18.41,0,1,0,10958,23981.15
4400,4400, 36 months,0.19,161.36,E,E2,RENT,80000,Verified,0,small_business,100xx,NY,2.65,0,0,0,6043,5808.640001
25000,25000, 36 months,0.135,848.27,C,C1,MORTGAGE,80000,Verified,0,debt_consolidation,300xx,GA,14.65,0,1,0,24308,27065.88731
14125,14125, 36 months,0.124,472,B,B4,MORTGAGE,45696,Verified,1,debt_consolidation,283xx,NC,21.93,0,0,0,15831,6608
35000,21825, 60 months,0.203,581.88,E,E5,MORTGAGE,100000,Verified,0,wedding,070xx,NJ,24.71,0,0,0,10345,28481.49429
13600,13600, 60 months,0.127,307.29,B,B5,RENT,62000,Not Verified,0,debt_consolidation,750xx,TX,11.98,0,2,0,16902,17513.55
20000,20000, 60 months,0.127,451.9,B,B5,RENT,50000,Verified,0,credit_card,019xx,MA,27.67,0,0,0,16436,25207.02597
18000,18000, 36 months,0.135,610.75,C,C1,OWN,66000,Source Verified,1,debt_consolidation,187xx,PA,12.87,0,1,0,13938,13380.5
13000,12975, 60 months,0.168,321.48,D,D2,OWN,80000,Verified,0,debt_consolidation,641xx,MO,4.96,0,3,0,10984,18494.34996
35000,35000, 36 months,0.168,1243.85,D,D2,MORTGAGE,100000,Verified,0,debt_consolidation,752xx,TX,19.03,0,2,0,38248,44525.8164
35000,35000, 36 months,0.143,1200.82,C,C2,MORTGAGE,123000,Verified,0,credit_card,483xx,MI,19.34,0,0,0,41034,42003.81316
12000,12000, 60 months,0.117,265.18,B,B3,RENT,70000,Not Verified,0,debt_consolidation,021xx,MA,21.17,0,1,0,9558,15910.64984
7200,7200, 36 months,0.135,244.3,C,C1,MORTGAGE,60000,Source Verified,0,debt_consolidation,601xx,IL,22.22,0,0,0,13874,8403.219338
25000,15925, 60 months,0.16,386.93,C,C5,MORTGAGE,150000,Verified,0,small_business,347xx,FL,5.66,0,2,0,27505,22192.07999
4000,4000, 36 months,0.127,134.18,B,B5,RENT,80000,Not Verified,0,other,920xx,CA,21.66,0,0,0,25596,4830.46
7000,7000, 36 months,0.075,217.78,A,A3,RENT,31000,Not Verified,0,credit_card,326xx,FL,26.86,0,1,0,5033,7839.910001
15000,15000, 36 months,0.135,508.96,C,C1,MORTGAGE,90000,Source Verified,0,other,290xx,SC,6.93,0,0,0,23062,18384.69001
12800,12800, 60 months,0.117,282.86,B,B3,RENT,61600,Not Verified,0,debt_consolidation,190xx,PA,21.8,0,0,0,23979,16904.34
35000,21325, 60 months,0.209,576.27,F,F1,MORTGAGE,71316,Verified,1,debt_consolidation,283xx,NC,14.79,1,1,0,18651,1152.54
15000,15000, 60 months,0.168,370.94,D,D2,RENT,42000,Not Verified,0,credit_card,331xx,FL,15.69,0,1,0,12259,22256.03763
7200,7200, 36 months,0.079,225.29,A,A4,RENT,34000,Source Verified,0,debt_consolidation,060xx,CT,17.51,0,0,1,5176,8111.909998
13000,13000, 36 months,0.173,465.24,D,D3,RENT,36000,Verified,0,debt_consolidation,720xx,AR,10.9,0,1,0,5260,16276.89648
28000,28000, 36 months,0.079,876.13,A,A4,RENT,65000,Verified,0,credit_card,078xx,NJ,14.64,0,1,0,13504,31032.58789
12000,12000, 36 months,0.099,386.7,B,B1,RENT,35000,Not Verified,0,debt_consolidation,366xx,AL,15.87,0,1,0,17035,13921.18
16000,16000, 60 months,0.176,402.65,D,D4,RENT,50000,Not Verified,1,debt_consolidation,890xx,NV,21.14,0,1,0,21627,1699.98
14000,14000, 36 months,0.089,444.55,A,A5,RENT,62004,Not Verified,0,other,115xx,NY,9.08,0,0,0,9360,16003.6
11500,11500, 36 months,0.117,380.38,B,B3,RENT,74000,Verified,0,debt_consolidation,944xx,CA,7.96,0,0,0,16144,13372.10331
10500,10500, 36 months,0.147,362.19,C,C3,MORTGAGE,42000,Not Verified,0,debt_consolidation,300xx,GA,10.77,0,2,0,16705,12546.23608
14400,14400, 36 months,0.124,481.18,B,B4,OWN,48000,Not Verified,0,credit_card,066xx,CT,20.68,0,0,0,14347,17356.39999
16000,15943.14211, 36 months,0.099,515.6,B,B1,RENT,65000,Verified,0,debt_consolidation,926xx,CA,10.36,0,0,0,19518,17995.82381
5375,5375, 36 months,0.099,173.21,B,B1,RENT,15360,Not Verified,0,debt_consolidation,991xx,WA,16.25,0,1,0,6988,6235.530001
12000,12000, 36 months,0.135,407.17,C,C1,MORTGAGE,61000,Verified,0,credit_card,335xx,FL,17.67,0,2,0,12548,14564.61838
12000,12000, 36 months,0.075,373.33,A,A3,RENT,83000,Source Verified,1,debt_consolidation,100xx,NY,8.36,0,1,0,18692,3536.41
17000,16975, 36 months,0.06,517.41,A,A1,MORTGAGE,120000,Verified,0,small_business,945xx,CA,8.94,0,0,0,3049,18626.52999
30000,28871.44293, 60 months,0.19,778.72,E,E2,RENT,106000,Verified,0,credit_card,852xx,AZ,15.72,0,3,0,29623,36991.1291
13000,13000, 36 months,0.203,485.12,E,E5,RENT,42000,Not Verified,1,debt_consolidation,432xx,OH,7.69,0,1,0,11612,6565.39
7125,7125, 36 months,0.075,221.67,A,A3,MORTGAGE,30000,Not Verified,1,debt_consolidation,641xx,MO,18.12,0,0,0,12648,3103.78
14000,14000, 60 months,0.183,357.42,D,D5,RENT,32000,Not Verified,0,wedding,782xx,TX,16.28,0,2,0,10617,21444.68834
8000,8000, 36 months,0.147,275.96,C,C3,RENT,72100,Not Verified,0,debt_consolidation,945xx,CA,6.71,0,3,0,14147,8798.369207
12500,12500, 36 months,0.117,413.45,B,B3,RENT,58000,Source Verified,0,debt_consolidation,968xx,HI,17.32,0,1,0,7059,14884.19
10000,10000, 36 months,0.143,343.09,C,C2,RENT,40000,Source Verified,0,car,113xx,NY,18.69,0,0,0,5689,11156.10751
12000,8175, 60 months,0.135,188.07,C,C1,RENT,75000,Not Verified,0,other,921xx,CA,23.58,1,0,0,11209,11283.63705
14000,14000, 36 months,0.107,456.03,B,B2,RENT,48880,Not Verified,0,credit_card,616xx,IL,21.95,0,0,0,13790,16416.88001
7500,7500, 36 months,0.06,228.27,A,A1,RENT,48000,Source Verified,0,debt_consolidation,014xx,MA,5.08,0,0,0,6626,8214.165089
19200,19150, 36 months,0.099,618.72,B,B1,MORTGAGE,40000,Verified,0,debt_consolidation,993xx,WA,11.37,0,2,0,14061,21532.52459
9000,9000, 36 months,0.117,297.69,B,B3,MORTGAGE,110000,Not Verified,0,debt_consolidation,334xx,FL,13.06,0,0,0,14810,10716.58
16000,15975, 60 months,0.173,399.97,D,D3,MORTGAGE,60000,Verified,0,credit_card,920xx,CA,11.98,0,1,0,19626,23623.28
20000,20000, 36 months,0.089,635.07,A,A5,RENT,65000,Verified,0,credit_card,069xx,CT,14.99,0,2,0,10559,22862.29
9000,9000, 36 months,0.135,305.38,C,C1,MORTGAGE,50000,Source Verified,0,debt_consolidation,333xx,FL,1.99,3,0,0,2462,10993.42
9600,9550, 36 months,0.075,298.67,A,A3,RENT,55000,Verified,1,debt_consolidation,925xx,CA,27.34,0,0,0,10204,7120.37
12000,12000, 60 months,0.127,271.14,B,B5,MORTGAGE,63000,Not Verified,1,debt_consolidation,902xx,CA,20.67,0,0,0,23888,12973.19
18000,12325, 60 months,0.117,272.37,B,B3,MORTGAGE,133224,Source Verified,0,home_improvement,750xx,TX,10.97,0,0,0,43090,16341.39411
1000,1000, 36 months,0.135,33.94,C,C1,RENT,35100,Not Verified,0,small_business,721xx,AR,6.19,0,1,0,9219,1017.55
15000,15000, 36 months,0.153,521.97,C,C4,RENT,38000,Verified,1,credit_card,191xx,PA,13.83,0,1,0,14406,9377.2
12000,12000, 36 months,0.168,426.47,D,D2,RENT,38000,Source Verified,0,debt_consolidation,945xx,CA,21.32,0,0,0,6761,14112.24891
12000,12000, 60 months,0.143,280.91,C,C2,RENT,41000,Source Verified,0,medical,939xx,CA,22.77,0,1,0,9967,16853.86963
14000,14000, 36 months,0.089,444.55,A,A5,MORTGAGE,108000,Not Verified,0,credit_card,274xx,NC,27.86,0,2,0,38144,15714.75258
15600,15600, 60 months,0.16,379.04,C,C5,RENT,43000,Not Verified,0,debt_consolidation,210xx,MD,7.56,0,2,0,8803,22133.99
10000,9994.503972, 36 months,0.107,325.74,B,B2,RENT,45000,Not Verified,0,debt_consolidation,775xx,TX,11.41,0,2,0,15606,11726.32
7200,7200, 36 months,0.127,241.53,B,B5,RENT,23000,Source Verified,0,other,439xx,OH,20.19,0,1,0,5258,8769.342397
22250,22250, 60 months,0.153,532.49,C,C4,MORTGAGE,47532,Verified,1,debt_consolidation,640xx,MO,23.76,0,3,0,33474,10061.49
13250,13250, 60 months,0.173,331.23,D,D3,RENT,26000,Not Verified,0,debt_consolidation,019xx,MA,10.89,0,3,0,9138,19785.91002
26400,16725, 60 months,0.143,391.51,C,C2,MORTGAGE,150000,Verified,0,house,274xx,NC,3.23,0,2,0,15527,22497.38999
11000,11000, 36 months,0.099,354.48,B,B1,RENT,32000,Verified,0,debt_consolidation,546xx,WI,23.66,0,0,0,9437,11350.45
9600,9600, 36 months,0.089,304.84,A,A5,RENT,55000,Not Verified,0,credit_card,551xx,MN,17.02,0,0,0,17709,10973.87
10000,10000, 36 months,0.168,355.39,D,D2,RENT,35000,Verified,0,debt_consolidation,927xx,CA,18.55,0,3,0,7565,12793.75
7000,7000, 60 months,0.16,170.08,C,C5,OWN,75000,Not Verified,0,other,024xx,MA,21.66,0,1,0,7623,10204.58745
11000,11000, 36 months,0.099,354.48,B,B1,MORTGAGE,74000,Not Verified,0,wedding,751xx,TX,18.24,0,2,0,16072,12761.05
13000,13000, 60 months,0.168,321.48,D,D2,MORTGAGE,50000,Not Verified,0,wedding,431xx,OH,19.13,2,0,0,10724,19180.82999
5000,5000, 36 months,0.075,155.56,A,A3,OWN,30000,Not Verified,0,credit_card,741xx,OK,18.72,0,0,0,3472,5061.870562
6000,6000, 36 months,0.117,198.46,B,B3,RENT,37000,Not Verified,1,small_business,200xx,DC,6.68,0,1,0,5846,5250.06
3000,3000, 36 months,0.135,101.8,C,C1,RENT,105000,Source Verified,0,debt_consolidation,904xx,CA,7.25,1,2,0,15209,3653.243832
8200,8200, 60 months,0.168,202.78,D,D2,RENT,42000,Source Verified,1,credit_card,945xx,CA,5.06,0,1,0,5941,3035.9
17000,17000, 36 months,0.124,568.06,B,B4,OWN,80000,Not Verified,0,credit_card,921xx,CA,16.65,0,0,0,17347,20450.14999
5000,5000, 36 months,0.107,162.87,B,B2,MORTGAGE,35000,Verified,0,car,325xx,FL,13.92,0,0,0,3418,5863.16
6400,6400, 36 months,0.089,203.23,A,A5,OWN,23000,Source Verified,0,debt_consolidation,860xx,AZ,10.75,0,0,0,5119,7315.9
13000,13000, 36 months,0.163,458.91,D,D1,RENT,50000,Not Verified,0,debt_consolidation,156xx,PA,8.33,0,1,0,13819,16520.52999
18000,18000, 60 months,0.117,397.77,B,B3,RENT,36000,Source Verified,0,debt_consolidation,316xx,GA,22.03,0,0,0,13779,23650.46001
16000,16000, 60 months,0.153,382.92,C,C4,MORTGAGE,60000,Not Verified,0,debt_consolidation,299xx,SC,17.7,0,2,0,23464,22124.6
13200,13175, 60 months,0.173,329.98,D,D3,RENT,40000,Verified,0,credit_card,087xx,NJ,24.36,0,2,0,18251,17529.27529
10000,10000, 36 months,0.168,355.39,D,D2,RENT,38200,Source Verified,0,credit_card,405xx,KY,17.09,0,0,0,7023,12793.75
15000,15000, 60 months,0.16,364.46,C,C5,RENT,37000,Source Verified,1,credit_card,322xx,FL,20.14,0,1,0,8626,9111.5
5000,5000, 36 months,0.143,171.55,C,C2,RENT,56000,Not Verified,0,debt_consolidation,900xx,CA,10.03,0,1,0,11702,6120.435068
7200,7200, 36 months,0.079,225.29,A,A4,RENT,38000,Source Verified,0,credit_card,945xx,CA,14.34,0,0,0,14635,7985.548506
15000,14975, 36 months,0.079,469.36,A,A4,RENT,43000,Source Verified,0,debt_consolidation,750xx,TX,19.4,0,0,0,12835,16920.47509
15700,9875, 60 months,0.194,258.46,E,E3,MORTGAGE,60000,Source Verified,1,debt_consolidation,921xx,CA,9.12,0,0,0,13577,258.46
5000,5000, 60 months,0.213,136.06,F,F2,RENT,46000,Verified,0,debt_consolidation,330xx,FL,6.1,0,0,0,8376,7281.690845
9600,9600, 36 months,0.117,317.53,B,B3,MORTGAGE,105000,Verified,0,debt_consolidation,327xx,FL,10.19,0,0,0,18114,10705.59433
16000,16000, 60 months,0.199,423.11,E,E4,RENT,107000,Source Verified,0,debt_consolidation,100xx,NY,6.47,0,1,0,19823,24813.03
35000,22875, 60 months,0.19,593.77,E,E2,MORTGAGE,235000,Verified,1,credit_card,913xx,CA,14.08,0,0,0,42936,19075.97
21000,21000, 60 months,0.147,495.74,C,C3,MORTGAGE,70000,Verified,0,credit_card,739xx,OK,20.11,0,1,0,23080,29754.61643
12000,8225, 60 months,0.176,206.99,D,D4,RENT,78000,Not Verified,1,debt_consolidation,949xx,CA,13.18,0,1,0,8038,6353.86
6000,6000, 36 months,0.107,195.44,B,B2,RENT,24000,Source Verified,0,debt_consolidation,261xx,WV,11.75,0,1,0,6739,7035.820001
20000,19975, 60 months,0.203,533.23,E,E5,MORTGAGE,51750,Verified,0,debt_consolidation,073xx,NJ,18.97,0,0,0,19557,31992.9472
6000,6000, 36 months,0.147,206.97,C,C3,MORTGAGE,57600,Not Verified,0,other,799xx,TX,23.42,0,2,0,6193,7450.730001
7150,7150, 36 months,0.127,239.85,B,B5,RENT,50000,Source Verified,0,credit_card,222xx,VA,24.6,0,1,0,11439,8259.279193
13000,13000, 60 months,0.194,340.24,E,E3,RENT,55000,Not Verified,1,credit_card,244xx,VA,19.09,0,1,0,10520,7825.52
32000,32000, 36 months,0.066,982.52,A,A2,RENT,120000,Verified,0,small_business,069xx,CT,6.07,0,0,0,1967,35370.6
8000,8000, 36 months,0.153,278.39,C,C4,OWN,108000,Not Verified,1,house,906xx,CA,12.48,0,1,0,10957,3403.21
15500,15500, 60 months,0.135,356.58,C,C1,RENT,40000,Source Verified,0,debt_consolidation,112xx,NY,11.19,0,2,0,17554,21394.18497
7000,7000, 36 months,0.089,222.28,A,A5,RENT,97600,Source Verified,0,credit_card,606xx,IL,7.97,0,0,0,25060,8001.780001
12000,12000, 36 months,0.066,368.45,A,A2,MORTGAGE,70800,Source Verified,0,debt_consolidation,641xx,MO,7.76,0,1,0,19129,12963.95252
10400,10400, 36 months,0.147,358.74,C,C3,RENT,45000,Source Verified,0,credit_card,770xx,TX,11.31,0,1,0,6562,12914.62001
12000,12000, 36 months,0.127,402.54,B,B5,RENT,60000,Verified,0,credit_card,060xx,CT,18.38,0,0,0,16464,14429.04602
8000,5050, 60 months,0.117,111.6,B,B3,MORTGAGE,88000,Source Verified,0,wedding,957xx,CA,3.25,1,0,0,5791,6695.659924
16000,16000, 36 months,0.163,564.81,D,D1,MORTGAGE,74000,Source Verified,0,credit_card,660xx,KS,15.84,0,1,0,20747,20221.52441
4500,4500, 36 months,0.107,146.58,B,B2,RENT,91500,Source Verified,0,credit_card,201xx,VA,11.67,0,1,0,6837,5163.788067
5000,5000, 36 months,0.124,167.08,B,B4,RENT,42500,Source Verified,0,debt_consolidation,617xx,IL,16.69,0,2,0,26722,6014.73
3600,3600, 36 months,0.163,127.09,D,D1,RENT,45000,Source Verified,0,major_purchase,300xx,GA,22.05,0,0,0,7947,4574.869999
30000,18550, 60 months,0.203,494.57,E,E5,RENT,75000,Source Verified,0,debt_consolidation,342xx,FL,18.77,0,0,0,16788,29673.4937
21000,21000, 36 months,0.135,712.54,C,C1,MORTGAGE,103000,Verified,0,debt_consolidation,088xx,NJ,12.41,0,1,0,22431,25518.36001
7000,7000, 36 months,0.143,240.17,C,C2,RENT,42000,Not Verified,0,small_business,600xx,IL,11.09,0,1,0,1086,7486.19702
17475,17450, 60 months,0.079,353.5,A,A4,MORTGAGE,90000,Verified,0,home_improvement,104xx,NY,8.44,0,0,0,7184,21209.57904
27575,17325, 60 months,0.127,392.02,B,B5,MORTGAGE,63000,Verified,0,debt_consolidation,018xx,MA,19.92,0,0,0,25261,23148.63001
7000,7000, 60 months,0.089,144.97,A,A5,MORTGAGE,25000,Not Verified,0,debt_consolidation,275xx,NC,15.17,0,0,0,14469,8691.040004
15000,15000, 36 months,0.079,469.36,A,A4,RENT,35000,Verified,0,debt_consolidation,021xx,MA,17.73,0,0,0,11550,16731.1592
2250,2250, 36 months,0.135,76.35,C,C1,RENT,16000,Source Verified,0,credit_card,850xx,AZ,18.75,0,0,0,7528,2748.32
17050,17050, 36 months,0.124,569.74,B,B4,MORTGAGE,53000,Verified,0,debt_consolidation,300xx,GA,23.64,0,1,0,17414,20510.22001
16500,16500, 36 months,0.168,586.39,D,D2,RENT,110000,Verified,0,debt_consolidation,100xx,NY,10.22,0,1,0,22329,21109.71999
35000,34975, 60 months,0.199,925.54,E,E4,MORTGAGE,69000,Verified,0,home_improvement,300xx,GA,9.41,0,2,0,22921,55544.8867
3250,3250, 36 months,0.124,108.6,B,B4,RENT,16000,Source Verified,0,debt_consolidation,286xx,NC,19.13,0,2,0,9422,3924.594482
7000,7000, 36 months,0.079,219.04,A,A4,MORTGAGE,38400,Not Verified,0,credit_card,759xx,TX,9.34,0,1,0,6736,7793.220829
24000,23919.58952, 36 months,0.117,793.83,B,B3,MORTGAGE,80000,Verified,0,debt_consolidation,083xx,NJ,13.26,0,1,0,23236,28546.31002
13200,13200, 36 months,0.168,469.11,D,D2,RENT,80952,Source Verified,0,credit_card,606xx,IL,12.79,0,0,0,16560,16887.8
22750,22725, 36 months,0.089,722.39,A,A5,OWN,65000,Verified,0,debt_consolidation,180xx,PA,10.45,0,1,0,23869,23700.21615
12000,12000, 36 months,0.089,381.04,A,A5,RENT,70000,Not Verified,0,debt_consolidation,952xx,CA,6.02,0,0,0,12411,13717.39
30000,30000, 36 months,0.107,977.2,B,B2,MORTGAGE,175000,Source Verified,0,debt_consolidation,752xx,TX,17.15,0,1,0,26103,35179.05999
1200,1200, 36 months,0.127,40.26,B,B5,RENT,34000,Not Verified,1,vacation,912xx,CA,13.41,0,1,0,9040,899.22
4800,4800, 36 months,0.089,152.42,A,A5,RENT,35000,Source Verified,0,debt_consolidation,323xx,FL,14.95,0,0,0,16237,5486.939999
18000,17975, 60 months,0.209,485.85,F,F1,RENT,60000,Verified,0,debt_consolidation,954xx,CA,20.74,0,2,0,12411,28789.91003
7200,7200, 36 months,0.089,228.63,A,A5,RENT,35000,Source Verified,0,debt_consolidation,930xx,CA,15.02,0,1,0,18323,8230.399999
15000,15000, 36 months,0.099,483.38,B,B1,OWN,35000,Not Verified,0,debt_consolidation,941xx,CA,15.15,0,1,0,15872,17401.44001
10500,10500, 36 months,0.153,365.38,C,C4,RENT,60000,Source Verified,0,debt_consolidation,911xx,CA,9.92,0,1,0,15905,13153.49
15000,15000, 60 months,0.173,374.97,D,D3,OWN,75000,Not Verified,0,other,945xx,CA,16.21,0,0,0,10219,16461.8751
5000,5000, 36 months,0.079,156.46,A,A4,MORTGAGE,66000,Source Verified,1,small_business,601xx,IL,7.75,0,3,0,16396,4067.96
12800,12800, 60 months,0.135,294.47,C,C1,RENT,77000,Verified,0,debt_consolidation,606xx,IL,8.74,0,0,0,14334,15972.0062
4000,4000, 36 months,0.089,127.02,A,A5,MORTGAGE,62000,Not Verified,0,small_business,917xx,CA,13.16,0,2,0,7171,4572.43
14000,9350, 60 months,0.124,209.98,B,B4,MORTGAGE,73000,Not Verified,0,debt_consolidation,275xx,NC,18.84,0,0,0,37924,11388.88328
27000,27000, 36 months,0.117,893.06,B,B3,MORTGAGE,130000,Source Verified,0,debt_consolidation,023xx,MA,8.13,0,1,0,14090,30279.93711
15000,15000, 36 months,0.124,501.23,B,B4,MORTGAGE,61000,Verified,0,debt_consolidation,981xx,WA,17.35,0,0,0,11926,18044.24001
35000,35000, 60 months,0.209,944.71,F,F1,RENT,90000,Source Verified,1,debt_consolidation,911xx,CA,7.93,0,1,0,17017,43184.67
2400,2400, 36 months,0.143,82.35,C,C2,OWN,25000,Not Verified,0,debt_consolidation,220xx,VA,17.71,1,2,0,3096,2964.22
5900,5900, 36 months,0.124,197.16,B,B4,RENT,14400,Source Verified,0,debt_consolidation,327xx,FL,6.17,0,1,0,5153,6792.324878
5000,5000, 36 months,0.117,165.38,B,B3,RENT,70000,Source Verified,0,credit_card,971xx,OR,13.78,0,1,0,5529,5507.920765
22000,21975, 60 months,0.194,575.79,E,E3,RENT,82500,Verified,0,debt_consolidation,852xx,AZ,16.2,0,0,0,18810,34547.23601
13250,13250, 36 months,0.176,476.24,D,D4,RENT,35000,Verified,1,debt_consolidation,731xx,OK,18.55,1,1,0,5584,11325.82
12600,12600, 60 months,0.143,294.95,C,C2,RENT,43200,Source Verified,0,debt_consolidation,112xx,NY,18.61,0,3,0,13924,16427.61671
20000,20000, 36 months,0.117,661.52,B,B3,MORTGAGE,125000,Verified,0,debt_consolidation,782xx,TX,14.95,0,2,0,26179,23814.7
18000,18000, 36 months,0.079,563.23,A,A4,MORTGAGE,80000,Source Verified,0,credit_card,050xx,VT,20.05,0,1,0,29104,19847.49032
19200,19175, 36 months,0.168,682.34,D,D2,RENT,87500,Verified,0,debt_consolidation,730xx,OK,13.56,0,2,0,22854,23369.64362
7000,7000, 36 months,0.117,231.54,B,B3,MORTGAGE,22000,Not Verified,0,debt_consolidation,262xx,WV,17.45,3,1,0,7467,8335.090001
25000,25000, 60 months,0.16,607.43,C,C5,OWN,80000,Verified,0,debt_consolidation,021xx,MA,4.71,0,2,0,20789,33930.09606
10000,10000, 36 months,0.06,304.36,A,A1,MORTGAGE,70000,Verified,0,other,750xx,TX,12.29,0,0,0,5844,10366.44568
2250,2250, 36 months,0.153,78.3,C,C4,MORTGAGE,17352,Verified,0,other,338xx,FL,19.5,0,1,0,10267,2836.488939
